"GEO_ID","NAME","S1903_C01_001E","S1903_C01_001M","S1903_C02_001E","S1903_C02_001M","S1903_C01_002E","S1903_C01_002M","S1903_C02_002E","S1903_C02_002M","S1903_C01_003E","S1903_C01_003M","S1903_C02_003E","S1903_C02_003M","S1903_C01_004E","S1903_C01_004M","S1903_C02_004E","S1903_C02_004M","S1903_C01_005E","S1903_C01_005M","S1903_C02_005E","S1903_C02_005M","S1903_C01_006E","S1903_C01_006M","S1903_C02_006E","S1903_C02_006M","S1903_C01_007E","S1903_C01_007M","S1903_C02_007E","S1903_C02_007M","S1903_C01_008E","S1903_C01_008M","S1903_C02_008E","S1903_C02_008M","S1903_C01_009E","S1903_C01_009M","S1903_C02_009E","S1903_C02_009M","S1903_C01_010E","S1903_C01_010M","S1903_C02_010E","S1903_C02_010M","S1903_C01_011E","S1903_C01_011M","S1903_C02_011E","S1903_C02_011M","S1903_C01_012E","S1903_C01_012M","S1903_C02_012E","S1903_C02_012M","S1903_C01_013E","S1903_C01_013M","S1903_C02_013E","S1903_C02_013M","S1903_C01_014E","S1903_C01_014M","S1903_C02_014E","S1903_C02_014M","S1903_C01_015E","S1903_C01_015M","S1903_C02_015E","S1903_C02_015M","S1903_C01_016E","S1903_C01_016M","S1903_C02_016E","S1903_C02_016M","S1903_C01_017E","S1903_C01_017M","S1903_C02_017E","S1903_C02_017M","S1903_C01_018E","S1903_C01_018M","S1903_C02_018E","S1903_C02_018M","S1903_C01_019E","S1903_C01_019M","S1903_C02_019E","S1903_C02_019M","S1903_C01_020E","S1903_C01_020M","S1903_C02_020E","S1903_C02_020M","S1903_C01_021E","S1903_C01_021M","S1903_C02_021E","S1903_C02_021M","S1903_C01_022E","S1903_C01_022M","S1903_C02_022E","S1903_C02_022M","S1903_C01_023E","S1903_C01_023M","S1903_C02_023E","S1903_C02_023M","S1903_C01_024E","S1903_C01_024M","S1903_C02_024E","S1903_C02_024M","S1903_C01_025E","S1903_C01_025M","S1903_C02_025E","S1903_C02_025M","S1903_C01_026E","S1903_C01_026M","S1903_C02_026E","S1903_C02_026M","S1903_C01_027E","S1903_C01_027M","S1903_C02_027E","S1903_C02_027M","S1903_C01_028E","S1903_C01_028M","S1903_C02_028E","S1903_C02_028M","S1903_C01_029E","S1903_C01_029M","S1903_C02_029E","S1903_C02_029M","S1903_C01_030E","S1903_C01_030M","S1903_C02_030E","S1903_C02_030M",
"0600000US3602377596","Virgil town, Cortland County, New York","890","84","61818","14361","97.8","2.3","61818","14113","1.1","1.6","-","**","1.1","1.6","-","**","0.0","3.6","-","**","0.0","3.6","-","**","0.0","3.6","-","**","0.0","3.6","-","**","1.0","1.4","-","**","96.7","2.8","63250","14332","3.7","2.6","37708","85425","30.8","5.6","81000","23540","48.3","6.1","67083","20515","17.2","3.8","47679","23858","647","73","80592","7014","37.7","7.6","87917","23661","62.3","7.6","79632","8072","86.4","4.8","84219","9156","7.3","3.7","47292","6039","6.3","3.2","39125","10731","243","64","38750","9587","42.8","12.7","26563","11537","32.1","12.9","22500","8559","10.7","8.4","53750","15324","57.2","12.7","42054","4834","42.4","12.7","42875","8678","14.8","8.2","41071","28290","36.1","(X)","(X)","(X)","33.2","(X)","(X)","(X)","41.2","(X)","(X)","(X)",
"0600000US3602381963","Willet town, Cortland County, New York","406","55","44643","7282","99.5","0.8","44286","7061","0.0","7.7","-","**","0.0","7.7","-","**","0.0","7.7","-","**","0.0","7.7","-","**","0.0","7.7","-","**","0.5","0.8","-","**","0.0","7.7","-","**","99.5","0.8","44286","7061","5.7","4.6","26625","2028","40.9","9.1","43500","10604","36.9","8.5","51875","8350","16.5","5.1","32212","11495","307","48","50074","7068","51.8","7.8","46607","31162","48.2","7.8","50750","7965","81.8","6.4","52250","33957","8.8","4.6","33438","32495","9.4","5.9","30625","11204","99","37","30625","8426","35.4","18.4","30250","21722","25.3","16.9","9583","33061","10.1","10.3","41250","42788","64.6","18.4","30833","13753","34.3","15.9","31389","14098","30.3","17.5","27000","33959","41.1","(X)","(X)","(X)","39.7","(X)","(X)","(X)","42.4","(X)","(X)","(X)",
"0600000US3602502132","Andes town, Delaware County, New York","523","75","43672","11020","98.1","1.7","42891","9037","0.4","1.0","-","**","0.0","6.0","-","**","0.8","1.0","-","**","0.0","6.0","-","**","0.8","1.2","-","**","0.0","6.0","-","**","3.3","3.9","-","**","94.8","4.2","43750","10342","3.4","4.5","-","**","17.2","5.9","71250","37222","43.2","6.5","53000","18920","36.1","5.4","39145","3226","301","61","58750","14605","26.2","9.9","52188","70126","73.8","9.9","59000","13546","79.7","9.5","63000","12493","14.0","8.8","62500","74456","6.3","4.3","46250","12081","222","46","26875","11027","49.1","10.8","26250","8106","39.2","9.7","24453","4684","9.9","6.8","68750","49217","50.9","10.8","32639","19663","39.2","11.8","26250","15334","11.7","5.9","66500","142401","36.5","(X)","(X)","(X)","40.5","(X)","(X)","(X)","31.1","(X)","(X)","(X)",
"0600000US3602507597","Bovina town, Delaware County, New York","232","45","44688","9869","93.5","7.0","44453","7735","0.0","13.0","-","**","6.5","7.0","-","**","0.0","13.0","-","**","0.0","13.0","-","**","0.0","13.0","-","**","0.0","13.0","-","**","1.3","1.8","-","**","92.2","7.0","44688","8168","0.0","13.0","-","**","25.4","11.9","33516","3334","41.8","11.5","57083","19291","32.8","9.1","33333","25154","182","43","51250","16002","40.7","15.8","33594","7958","59.3","15.8","62500","26488","78.0","11.2","61429","26313","14.8","11.0","31875","25933","7.1","7.6","2,500-","***","50","19","30313","10429","32.0","15.7","25833","15403","32.0","15.7","25833","15403","0.0","41.9","-","**","68.0","15.7","31875","24065","52.0","18.0","21250","16509","16.0","11.9","75000","28240","26.3","(X)","(X)","(X)","28.6","(X)","(X)","(X)","18.0","(X)","(X)","(X)",
"0600000US3602516793","Colchester town, Delaware County, New York","882","97","43548","6826","98.3","1.5","43831","7028","0.3","0.6","-","**","0.0","3.6","-","**","0.0","3.6","-","**","0.0","3.6","-","**","0.0","3.6","-","**","1.4","1.4","-","**","1.4","1.4","-","**","97.8","1.6","43669","7053","1.7","2.1","30938","50511","17.7","6.2","50625","12346","43.9","7.0","44044","18412","36.7","6.3","41477","9188","546","87","52750","5881","43.6","8.5","54583","16291","56.4","8.5","52000","6124","61.4","10.5","64514","7357","25.6","9.8","24667","22428","13.0","7.0","35089","31656","336","84","22177","9382","40.8","13.0","21420","7723","35.7","12.0","20455","7118","5.1","4.3","58438","44129","59.2","13.0","26058","15918","59.2","13.0","26058","15918","0.0","9.2","-","**","33.1","(X)","(X)","(X)","38.5","(X)","(X)","(X)","21.1","(X)","(X)","(X)",
"0600000US3602519763","Davenport town, Delaware County, New York","1217","109","47725","12548","98.7","1.4","47775","12515","0.3","0.5","-","**","0.0","2.6","-","**","0.0","2.6","-","**","0.0","2.6","-","**","0.6","1.0","-","**","0.4","0.7","-","**","0.6","1.0","-","**","98.7","1.4","47775","12515","3.9","3.3","35694","21210","23.7","6.7","50278","21112","39.8","6.9","55100","7120","32.7","7.2","33621","6978","831","75","54496","4158","37.1","8.9","52803","24302","62.9","8.9","56086","4680","67.0","7.8","63125","17181","15.5","6.0","28047","16821","17.4","7.2","39922","25606","386","116","22000","2254","61.7","13.2","20294","11655","45.9","11.9","14009","3476","15.8","9.0","40982","27295","38.3","13.2","23056","9936","35.8","12.7","22344","7165","2.6","3.6","-","**","23.9","(X)","(X)","(X)","26.4","(X)","(X)","(X)","18.7","(X)","(X)","(X)",
"0600000US3602520137","Delhi town, Delaware County, New York","1610","206","45486","4754","96.4","2.2","45417","5120","1.6","1.5","6827","22385","0.5","0.9","-","**","1.0","1.2","-","**","0.0","2.0","-","**","0.0","2.0","-","**","0.6","0.6","39375","71369","0.1","0.3","-","**","96.3","2.3","45486","5188","7.5","3.2","6806","5554","19.9","3.3","57396","13159","39.2","4.1","63036","19286","33.4","4.9","35333","13800","861","107","69511","13478","28.7","6.2","79107","16511","71.3","6.2","68478","11266","75.8","6.3","79628","8400","16.3","5.9","34712","4311","7.9","3.2","55227","14624","749","149","21997","2925","50.9","9.4","22064","5533","42.6","8.1","20494","3126","8.3","4.6","43929","20065","49.1","9.4","21912","4897","36.6","9.3","22404","5916","12.6","5.8","20313","19782","25.1","(X)","(X)","(X)","28.2","(X)","(X)","(X)","19.4","(X)","(X)","(X)",
"0600000US3602520357","Deposit town, Delaware County, New York","823","104","42992","7349","97.8","1.9","43220","7049","1.5","1.6","23750","66843","0.0","3.9","-","**","0.4","0.7","-","**","0.0","3.9","-","**","0.0","3.9","-","**","0.4","0.5","-","**","0.5","0.6","-","**","97.3","2.2","43220","7011","4.5","2.5","30341","12720","26.9","7.7","29816","23511","36.2","7.0","75061","25520","32.4","5.9","33594","9193","534","90","50703","7943","48.3","8.1","30833","34110","51.7","8.1","57885","12856","67.0","10.5","60278","13506","24.7","10.3","29118","9789","8.2","4.8","23500","20589","289","70","24188","7728","56.7","12.2","27500","22077","34.9","10.3","16125","3170","21.8","13.9","75444","39881","43.3","12.2","23203","7863","30.8","11.0","16838","4599","12.5","8.6","51250","64061","24.5","(X)","(X)","(X)","25.1","(X)","(X)","(X)","22.5","(X)","(X)","(X)",
"0600000US3602527232","Franklin town, Delaware County, New York","988","99","58704","10923","98.8","1.5","58148","11139","1.2","1.5","-","**","0.0","3.2","-","**","0.0","3.2","-","**","0.0","3.2","-","**","0.0","3.2","-","**","0.0","3.2","-","**","0.0","3.2","-","**","98.8","1.5","58148","11139","2.3","2.2","19896","24365","26.4","6.2","58309","17566","49.2","6.9","72000","14410","22.1","4.5","45000","3936","658","93","75536","11998","41.9","8.6","75893","9687","58.1","8.6","74583","26896","83.9","6.7","90469","17397","15.2","6.7","24922","10817","0.9","1.6","-","**","330","80","32500","18841","47.9","15.0","34583","13664","43.9","14.9","32708","21474","3.9","3.8","36875","2420","52.1","15.0","26111","33608","45.5","15.0","19167","18679","6.7","4.7","66042","10270","31.4","(X)","(X)","(X)","34.0","(X)","(X)","(X)","26.1","(X)","(X)","(X)",
"0600000US3602531698","Hamden town, Delaware County, New York","568","65","48125","8259","97.9","2.5","47321","7809","1.8","2.5","-","**","0.0","5.6","-","**","0.0","5.6","-","**","0.0","5.6","-","**","0.0","5.6","-","**","0.4","0.7","-","**","1.9","2.1","46042","18644","96.0","3.5","48021","9609","1.4","1.8","-","**","21.5","5.0","54643","11077","42.1","6.4","57232","16883","35.0","5.9","38807","7400","365","59","60179","7509","32.6","8.2","58854","6345","67.4","8.2","62143","15824","67.7","8.3","68594","10700","21.9","7.2","51875","14938","10.4","6.9","53929","39816","203","46","17740","3759","58.1","12.2","17692","2243","54.7","12.4","17250","2504","3.4","3.4","-","**","41.9","12.2","25156","29613","34.0","12.0","11776","16377","7.9","6.6","56500","76696","35.9","(X)","(X)","(X)","40.0","(X)","(X)","(X)","25.1","(X)","(X)","(X)",
"0600000US3602531951","Hancock town, Delaware County, New York","1252","143","43377","8340","98.8","0.9","43438","9328","0.0","2.6","-","**","0.0","2.6","-","**","1.0","0.8","-","**","0.0","2.6","-","**","0.0","2.6","-","**","0.2","0.4","-","**","2.1","1.8","46250","53747","96.7","2.0","43438","9364","0.7","0.7","12917","10480","16.5","4.1","68393","23702","50.2","6.1","47404","8127","32.6","5.5","30865","3887","795","83","58854","14777","28.8","7.3","78750","20441","71.2","7.3","49038","17528","83.6","8.0","62038","6653","10.2","6.0","30670","4215","6.2","5.0","32440","2218","457","114","21458","8224","49.7","10.7","23194","7979","42.7","10.9","21458","10420","7.0","4.8","23889","8550","50.3","10.7","16842","27322","44.4","10.9","16382","23427","5.9","4.8","65250","130687","26.9","(X)","(X)","(X)","35.2","(X)","(X)","(X)","12.5","(X)","(X)","(X)",
"0600000US3602532281","Harpersfield town, Delaware County, New York","608","75","48846","10485","97.4","1.9","49231","10714","1.0","1.0","-","**","0.7","1.0","-","**","0.5","0.8","-","**","0.0","5.2","-","**","0.0","5.2","-","**","0.5","1.0","-","**","2.6","2.2","36500","19173","94.7","2.9","49615","10713","1.8","2.8","-","**","25.7","6.7","51500","11664","35.9","6.3","66250","11636","36.7","7.0","40391","6746","415","62","56615","7791","39.5","8.2","46136","17690","60.5","8.2","63472","11671","80.2","8.4","61806","9921","11.3","6.1","48558","20127","8.4","5.0","33125","3686","193","44","22344","9563","55.4","11.0","22292","9333","53.9","10.8","21667","9771","1.6","2.6","-","**","44.6","11.0","23750","19327","40.4","11.6","28750","16483","4.1","6.7","-","**","33.9","(X)","(X)","(X)","29.2","(X)","(X)","(X)","36.8","(X)","(X)","(X)",
"0600000US3602540068","Kortright town, Delaware County, New York","589","71","46650","5285","97.3","2.1","47250","6512","0.5","0.8","-","**","0.0","5.4","-","**","0.0","5.4","-","**","0.0","5.4","-","**","1.9","2.1","-","**","0.3","0.5","-","**","2.2","2.1","36875","18600","96.9","2.1","47350","6574","0.5","0.7","-","**","22.1","5.1","55000","17354","38.9","6.9","48750","21910","38.5","6.4","38854","10068","392","61","63269","13267","37.0","7.7","57083","29755","63.0","7.7","64519","14782","82.1","6.1","73438","8407","11.2","5.3","24000","14335","6.6","3.7","46667","55094","197","46","22446","3678","49.2","10.5","20163","2159","45.7","10.1","19583","2468","3.6","3.5","-","**","50.8","10.5","42500","11836","37.6","13.0","28333","23938","13.2","11.2","61250","100740","24.8","(X)","(X)","(X)","26.0","(X)","(X)","(X)","19.8","(X)","(X)","(X)",
"0600000US3602545964","Masonville town, Delaware County, New York","581","68","53953","4393","99.5","1.0","53851","4105","0.0","5.4","-","**","0.0","5.4","-","**","0.5","1.0","-","**","0.0","5.4","-","**","0.0","5.4","-","**","0.0","5.4","-","**","2.8","3.0","-","**","96.7","3.0","53929","6500","0.0","5.4","-","**","39.6","6.4","58056","8699","37.3","6.6","60568","11771","23.1","5.7","25000","6343","401","57","59732","7929","45.1","8.3","54766","15019","54.9","8.3","62778","8615","80.3","8.1","63611","7558","12.7","6.6","50521","33367","7.0","5.0","21389","5995","180","43","25625","5689","38.3","13.9","19583","7801","34.4","13.1","17222","6457","3.9","4.6","-","**","61.7","13.9","30156","8984","59.4","14.1","30781","10956","2.2","3.2","-","**","28.7","(X)","(X)","(X)","31.2","(X)","(X)","(X)","18.9","(X)","(X)","(X)",
"0600000US3602546624","Meredith town, Delaware County, New York","697","75","57396","6622","96.1","3.5","55833","5966","0.0","4.6","-","**","0.0","4.6","-","**","3.9","3.5","91705","35934","0.0","4.6","-","**","0.0","4.6","-","**","0.0","4.6","-","**","0.6","0.9","-","**","95.6","3.7","56250","6038","2.2","1.9","4844","11848","17.8","5.2","58000","16313","49.9","6.9","64792","13389","30.1","6.4","40000","9456","480","69","67500","9551","16.5","6.4","68125","1627","83.5","6.4","63625","16532","84.2","7.7","70000","10136","8.1","4.2","44688","11014","7.7","5.5","54417","30040","217","49","26875","3545","53.0","13.1","25809","2790","47.9","14.0","25000","2548","5.1","4.5","68750","3871","47.0","13.1","30682","9174","39.6","12.6","30682","10902","7.4","5.2","27500","47508","29.3","(X)","(X)","(X)","32.5","(X)","(X)","(X)","22.1","(X)","(X)","(X)",
"0600000US3602547031","Middletown town, Delaware County, New York","1722","138","47833","9826","93.6","2.7","48000","9815","0.9","1.0","-","**","1.0","1.2","-","**","0.0","1.9","-","**","0.0","1.9","-","**","2.1","1.8","87798","57819","2.3","1.7","41310","7700","6.2","2.2","57292","35063","90.6","2.8","47900","10146","3.8","2.7","18403","16387","16.0","4.0","49103","7332","51.7","6.8","50952","13284","28.5","6.7","41688","13702","1021","105","55350","8348","31.4","7.9","48622","6005","68.6","7.9","61806","15573","78.6","8.6","59022","7724","7.4","3.8","14583","10576","14.0","7.5","45893","58441","701","172","23634","6713","54.4","12.1","20223","5755","50.2","12.1","19741","5989","4.1","3.7","51375","90279","45.6","12.1","53929","38475","38.8","11.4","32500","40419","6.8","7.0","56484","14597","22.6","(X)","(X)","(X)","28.1","(X)","(X)","(X)","13.8","(X)","(X)","(X)",
"0600000US3602564001","Roxbury town, Delaware County, New York","1089","121","44926","7013","95.8","3.7","44142","5275","1.7","1.6","-","**","2.5","3.4","-","**","0.0","2.9","-","**","0.0","2.9","-","**","0.0","2.9","-","**","0.0","2.9","-","**","2.2","1.8","13750","32084","93.6","3.5","44338","5588","0.0","2.9","-","**","21.0","4.9","54213","14602","39.9","6.9","54125","5439","39.0","6.5","36493","2961","693","89","55625","3197","36.7","8.5","47000","17523","63.3","8.5","57888","4755","83.4","6.8","56481","4409","10.4","5.6","43654","16257","6.2","3.6","36875","28369","396","88","27727","6298","48.0","14.4","22778","10293","44.2","14.6","19688","8245","3.8","4.5","-","**","52.0","14.4","30385","5067","45.5","15.1","28281","5163","6.6","4.6","34667","76327","22.1","(X)","(X)","(X)","26.1","(X)","(X)","(X)","13.9","(X)","(X)","(X)",
"0600000US3602567345","Sidney town, Delaware County, New York","2560","244","40672","6762","97.9","1.7","40243","6843","0.0","1.3","-","**","0.0","1.3","-","**","1.4","1.5","-","**","0.0","1.3","-","**","0.0","1.3","-","**","0.7","0.9","-","**","0.6","0.9","-","**","97.3","1.9","39943","6941","2.1","2.6","-","**","29.1","5.2","48125","10723","41.5","5.1","50115","8855","27.3","3.6","25817","5572","1564","155","49333","4774","45.4","5.9","44576","10827","54.6","5.9","52262","12750","74.7","8.2","58474","11990","17.4","7.6","25357","11331","7.9","5.4","31250","37311","996","255","26619","3348","50.2","10.2","26346","8788","47.4","10.7","23542","7863","2.8","3.2","-","**","49.8","10.2","26667","2934","40.6","9.8","25161","5687","9.2","6.7","51319","16619","26.4","(X)","(X)","(X)","26.4","(X)","(X)","(X)","22.8","(X)","(X)","(X)",
"0600000US3602570629","Stamford town, Delaware County, New York","1018","71","48145","5208","98.4","1.2","47661","5488","1.4","1.2","101250","31687","0.0","3.1","-","**","0.0","3.1","-","**","0.0","3.1","-","**","0.0","3.1","-","**","0.2","0.4","-","**","1.2","1.7","-","**","97.2","2.0","48145","5173","4.5","2.7","14688","16270","20.7","5.4","51250","14083","47.2","6.4","57083","5735","27.5","5.1","38077","12754","671","64","58843","5726","30.3","5.7","36875","6763","69.7","5.7","66333","7302","78.7","5.4","66161","7321","18.8","5.4","24500","12872","2.5","1.6","37083","20138","347","58","22305","3055","63.4","9.3","21719","5016","52.7","8.8","17404","6743","10.7","5.8","49583","19935","36.6","9.3","23281","11024","28.2","9.7","21250","3260","8.4","6.3","122583","135584","31.7","(X)","(X)","(X)","31.6","(X)","(X)","(X)","32.0","(X)","(X)","(X)",
"0600000US3602574111","Tompkins town, Delaware County, New York","465","71","39688","4572","98.1","2.7","40172","4739","1.9","2.7","-","**","0.0","6.7","-","**","0.0","6.7","-","**","0.0","6.7","-","**","0.0","6.7","-","**","0.0","6.7","-","**","0.0","6.7","-","**","98.1","2.7","40172","4739","3.9","3.8","56250","20294","24.9","7.1","43750","28942","35.3","8.1","50000","21270","35.9","8.0","27411","11105","280","55","42708","7632","47.9","11.3","46667","26512","52.1","11.3","38333","6355","73.6","8.9","42045","14972","5.7","4.1","32500","17565","20.7","8.9","44750","49045","185","49","36250","9525","32.4","11.9","38077","19494","23.2","9.8","27361","17034","9.2","10.0","-","**","67.6","11.9","32813","13347","58.9","12.5","27361","11008","8.6","8.9","57000","17870","34.2","(X)","(X)","(X)","33.9","(X)","(X)","(X)","30.3","(X)","(X)","(X)",
"0600000US3602578047","Walton town, Delaware County, New York","2420","205","37063","10057","99.3","1.0","36563","9979","0.0","1.3","-","**","0.0","1.3","-","**","0.0","1.3","-","**","0.0","1.3","-","**","0.0","1.3","-","**","0.7","1.0","-","**","0.0","1.3","-","**","99.3","1.0","36563","9979","2.4","2.8","-","**","25.2","5.1","26938","20426","41.4","5.2","41383","6690","30.9","4.1","28750","14789","1467","123","51750","11494","39.4","7.9","55735","38788","60.6","7.9","50739","10167","73.0","10.4","66523","14574","21.1","9.9","28063","23144","5.9","5.0","13500","16219","953","243","19841","4030","71.4","11.9","18176","5505","64.7","12.3","16220","4797","6.6","7.5","-","**","28.6","11.9","21152","6507","28.6","11.9","21152","6507","0.0","3.3","-","**","26.4","(X)","(X)","(X)","28.8","(X)","(X)","(X)","22.7","(X)","(X)","(X)",
"0600000US3602701693","Amenia town, Dutchess County, New York","1707","149","56222","7115","92.6","5.0","55927","7816","3.0","3.3","-","**","0.0","1.9","-","**","0.5","0.8","-","**","0.0","1.9","-","**","3.9","3.8","42826","98022","0.0","1.9","-","**","11.5","5.8","73819","50480","84.9","6.5","52204","10266","5.7","4.7","34208","4670","30.1","6.4","58600","13077","38.0","6.7","78807","9849","26.2","5.1","41202","12179","1175","101","65521","18632","46.6","8.4","58850","24812","53.4","8.4","75833","27171","70.0","9.9","76250","14681","25.2","9.9","52411","12090","4.8","4.9","7333","92459","532","146","38409","8204","47.6","15.1","38144","9814","47.6","15.1","38144","9814","0.0","5.9","-","**","52.4","15.1","40486","18175","42.5","16.3","33833","12950","10.0","6.7","64931","45946","36.5","(X)","(X)","(X)","36.3","(X)","(X)","(X)","35.0","(X)","(X)","(X)",
"0600000US3602705100","Beacon city, Dutchess County, New York","5528","276","56480","8040","76.1","3.7","61895","8898","15.6","3.1","42875","19688","0.0","0.6","-","**","0.2","0.3","-","**","0.0","0.6","-","**","6.7","2.5","33603","20298","1.4","1.1","11979","24390","18.3","3.1","25625","7098","66.5","3.8","65708","6645","1.4","1.1","33750","29314","35.3","3.7","61193","19275","41.0","3.5","70884","11820","22.3","3.3","35795","7488","3440","248","67436","10431","46.4","5.2","59289","16663","53.6","5.2","73906","8323","59.8","4.8","97096","12298","29.7","4.7","28897","8088","10.5","3.2","44167","22545","2088","286","31538","7597","51.9","8.5","30946","11851","41.1","8.2","18896","5359","10.8","4.3","64676","16697","48.1","8.5","32614","12549","39.3","8.9","27487","10085","8.8","5.5","115653","125896","30.6","(X)","(X)","(X)","30.7","(X)","(X)","(X)","28.5","(X)","(X)","(X)",
"0600000US3602705452","Beekman town, Dutchess County, New York","4370","234","94821","9571","91.8","3.1","92105","10810","4.1","2.2","165781","167660","0.0","0.7","-","**","1.6","1.1","161406","56615","0.0","0.7","-","**","0.5","0.6","-","**","1.9","1.8","95938","71491","5.9","2.3","96591","18225","87.4","3.4","91941","12891","0.0","0.7","-","**","27.9","3.4","88286","16862","54.0","3.5","108393","19177","18.1","3.3","52670","18924","3501","181","105346","7303","47.0","4.5","103913","10224","53.0","4.5","107173","9698","86.3","3.5","110403","9637","9.9","3.5","72701","64634","3.8","2.1","50625","122659","869","239","53603","14199","39.9","11.1","50563","32814","32.1","9.9","22159","45931","7.8","4.4","79038","78595","60.1","11.1","57806","16936","43.0","11.5","45549","12517","17.0","11.0","80313","35100","29.2","(X)","(X)","(X)","30.0","(X)","(X)","(X)","25.2","(X)","(X)","(X)",
"0600000US3602716408","Clinton town, Dutchess County, New York","1607","122","92117","6759","97.7","2.2","91939","9122","0.8","1.4","-","**","0.0","2.0","-","**","1.5","1.8","-","**","0.0","2.0","-","**","0.0","2.0","-","**","0.0","2.0","-","**","0.5","0.8","-","**","97.2","2.3","91735","9694","1.1","1.3","-","**","19.9","5.7","92321","33280","58.1","8.4","95018","7083","20.9","5.5","66563","47353","1207","85","94176","5843","39.0","7.1","92697","11135","61.0","7.1","95172","8724","81.1","7.9","97656","14875","14.8","7.3","58843","41385","4.1","3.5","100795","88393","400","121","52424","28826","48.3","15.6","76033","43253","38.0","13.9","68750","38025","10.3","7.2","131250","147207","51.8","15.6","42098","22009","45.0","16.5","40893","23189","6.8","6.9","96406","24495","44.0","(X)","(X)","(X)","41.3","(X)","(X)","(X)","42.0","(X)","(X)","(X)",
"0600000US3602720819","Dover town, Dutchess County, New York","3160","166","66887","2773","87.1","4.5","66257","2554","4.4","2.7","89400","96576","0.0","1.0","-","**","3.6","2.3","116534","46631","0.0","1.0","-","**","2.7","2.2","23036","16802","2.2","2.1","37273","46700","8.6","3.7","24196","35929","81.8","5.2","66617","2561","1.0","1.2","-","**","27.3","4.4","67692","7488","54.5","4.9","71719","10011","17.2","3.0","54821","11254","2312","126","73333","8846","45.2","5.4","79113","9120","54.8","5.4","67500","6389","78.4","6.0","83500","6620","12.8","4.1","31299","3717","8.8","4.9","51111","47617","848","200","43333","10771","41.5","10.2","34412","17090","32.0","9.9","26771","26060","9.6","6.9","65045","33085","58.5","10.2","48224","20656","34.8","9.8","45980","13462","23.7","9.4","71473","19562","31.0","(X)","(X)","(X)","29.4","(X)","(X)","(X)","32.1","(X)","(X)","(X)",
"0600000US3602721996","East Fishkill town, Dutchess County, New York","9742","249","98983","6209","90.9","1.9","98430","5956","2.6","1.2","124094","31181","0.3","0.5","-","**","3.1","1.0","117366","106127","0.0","0.3","-","**","2.1","1.1","91818","15047","1.1","0.7","118594","100162","6.7","2.0","87457","25246","86.0","2.4","99462","5889","0.9","1.0","-","**","25.8","2.3","124152","17413","54.8","2.3","110731","7336","18.5","1.9","51074","7290","7852","267","115572","5448","49.6","3.3","124520","11882","50.4","3.3","105045","14313","88.6","2.3","122825","10342","8.6","2.0","49766","39909","2.8","1.2","96296","43070","1890","306","43976","4579","53.0","8.1","37917","12580","42.5","7.5","29961","14648","10.5","6.2","49280","13400","47.0","8.1","52083","21374","38.9","7.9","43885","15404","8.1","4.1","96944","43090","31.6","(X)","(X)","(X)","30.6","(X)","(X)","(X)","34.0","(X)","(X)","(X)",
"0600000US3602725978","Fishkill town, Dutchess County, New York","8808","362","80015","5506","84.0","2.6","79275","5711","6.6","1.9","62286","34850","0.4","0.4","185188","267661","6.1","1.5","104545","11606","0.0","0.4","-","**","2.0","0.9","58750","29578","0.8","0.6","59583","133929","8.0","1.8","58403","8828","78.2","3.1","80473","5110","0.8","0.8","58219","54118","33.1","2.5","90232","6992","41.6","3.0","100701","11076","24.6","2.2","34570","1994","5332","248","98082","7060","42.9","3.7","102905","6241","57.1","3.7","94747","6493","83.2","3.5","104921","6951","12.6","3.1","56538","28618","4.2","2.2","93202","5202","3476","335","43095","9628","54.9","6.0","36019","8627","49.8","6.0","33854","5150","5.1","2.3","83482","43454","45.1","6.0","50572","8110","37.1","5.7","40383","11806","8.0","3.0","91444","17768","23.9","(X)","(X)","(X)","25.9","(X)","(X)","(X)","20.9","(X)","(X)","(X)",
"0600000US3602737209","Hyde Park town, Dutchess County, New York","7932","305","72700","3271","91.6","2.2","73304","3436","4.9","1.6","76394","13987","0.0","0.4","-","**","1.5","1.1","34211","28182","0.0","0.4","-","**","1.0","0.8","73929","97338","1.1","0.6","50833","5509","1.8","0.9","43750","57234","91.1","2.2","73440","3459","2.6","1.3","27566","24735","26.4","2.2","85482","12021","44.1","2.5","83934","4188","26.9","2.1","48824","5906","5240","212","87150","3923","37.8","3.4","86835","16185","62.2","3.4","87372","3606","82.5","3.9","96477","5649","11.1","3.1","58500","15078","6.4","2.2","66205","19747","2692","299","41081","3953","62.2","5.7","41268","4848","52.0","6.0","34688","7358","10.2","3.8","61645","17358","37.8","5.7","40762","16409","27.4","5.0","32699","6974","10.4","4.4","70709","7349","28.8","(X)","(X)","(X)","29.4","(X)","(X)","(X)","26.7","(X)","(X)","(X)",
